Identifier,Company Name,Company Type,Country,Year Founded,Company Status,Stock Exchange,Price,Market Cap (MM) (USD),Number of Employees,Gross Profit (MM) (USD),Net Income (MM) (USD),Earnings Per Share (EPS) (Basic) (USD),Earnings Per Share (EPS) (Diluted) (USD),Common Shares Outstanding (MM),Total Debt (MM) (USD),Cash & Short Term Investments (MM) (USD),Book Value Per Share (BVPS) (MM) (USD),Long Term Debt (MM) (USD),Total Assets (MM) (USD),Free Cash Flow (FCF) (MM) (USD),Capital Expenditures (MM) (USD),Dividend Yield,Price to Earnings (P/E),Return on Equity (ROE),Interest Coverage,Total Debt/EBITDA,Sales Growth
06R9VT-E,FLEX LNG Ltd.,Public,Bermuda,2006,Active,NYSE,31.10,1587.38,9.00,209.76,188.04,3.53,3.51,53.68,"1,714.73",332.40,16.90,"1,619.22","2,679.51",22.77,0.01,9.18,9.30,20.93,2.62,6.28,1.30
003CP1-E,"Cohen & Steers Quality Income Realty Fund, Inc.",Public,United States,2001,Active,NYSE,10.56,1584.74,-,134.64,-645.33,-4.80,-4.80,134.33,710.00,56.41,12.26,710.00,"2,396.21",-24.60,0.00,8.35,-,-31.48,-31.35,-,-33.38
0JGT82-E,"Talos Energy, Inc.",Public,United States,2012,Active,NYSE,15.46,1579.54,436.00,869.78,381.92,4.63,4.56,82.57,767.51,44.15,14.12,749.26,"3,058.63",386.58,323.16,0.00,4.14,39.65,5.87,0.62,32.74
00FQ0C-E,"Xometry, Inc.",Public,United States,2013,Active,NASDAQ,16.84,1576.73,914.00,139.83,-76.03,-1.61,-1.61,47.50,302.32,319.43,7.87,296.85,736.93,-76.23,13.65,0.00,-,-19.05,-15.97,-,74.53
000VLQ-E,"Royce Value Trust, Inc.",Public,United States,1986,Active,NYSE,12.72,1572.33,-,89.01,-460.60,-4.34,-4.34,109.92,35.00,0.04,14.60,35.00,"1,647.03",-77.90,0.00,9.95,-,-24.53,-250.90,-,-50.41
0010PL-E,"Gentherm, Inc.",Public,United States,1991,Active,NASDAQ,44.23,1570.94,14568.00,288.10,24.44,0.74,0.73,33.20,262.78,153.89,20.25,253.19,"1,239.30",-24.76,39.70,0.00,89.50,3.69,7.61,2.40,15.15
000F9L-E,"CoreCivic, Inc.",Public,United States,1983,Active,NYSE,13.30,1566.61,10653.00,303.63,122.32,1.03,1.03,114.99,"1,387.04",162.17,12.46,"1,188.82","3,244.77",71.30,84.64,0.00,11.26,8.72,1.84,-,-0.93
006Z1J-E,"Catalyst Pharmaceuticals, Inc.",Public,United States,2002,Active,NASDAQ,13.16,1566.15,82.00,179.81,83.08,0.80,0.75,105.26,3.89,298.40,2.85,3.56,376.97,116.02,10.03,0.00,24.94,32.76,-,0.00,52.10
000M43-E,"Ingles Markets, Inc.",Public,United States,1963,Active,NASDAQ,82.60,1563.21,26420.00,"1,304.14",210.81,11.35,11.10,18.59,595.47,328.54,78.50,569.71,"2,490.41",80.56,173.59,0.88,6.79,15.51,12.54,1.37,3.77
0T01HF-E,"Disc Medicine, Inc.",Public,United States,2017,Active,NASDAQ,48.68,1562.00,46.00,-0.30,-46.83,-45.05,-45.05,17.40,1.33,194.79,10.15,1.03,200.21,-42.40,0.15,0.00,-,-36.83,-,-,-
000CLW-E,"Barnes Group, Inc.",Public,United States,1857,Active,NYSE,22.48,1561.80,5200.00,425.21,13.48,0.26,0.26,50.59,598.42,78.99,26.61,586.77,"2,413.73",8.10,35.08,1.57,154.79,0.97,8.97,2.33,0.31
00298J-E,Nuveen California Quality Municipal Income Fund,Public,United States,1998,Active,NYSE,9.86,1561.69,-,107.16,-26.98,-0.19,-0.19,144.74,"1,284.24",0.00,15.07,"1,274.23","3,480.77",13.71,0.00,4.77,-,-1.20,-1.11,-,-4.22
0C58C1-E,"SAGE Therapeutics, Inc.",Public,United States,2010,Active,NASDAQ,21.29,1561.46,689.00,5.75,-532.78,-8.98,-8.98,59.51,12.13,"1,272.49",21.05,4.49,"1,356.45",-454.68,0.94,0.00,-,-35.74,-,-,21.85
0GWKKS-E,"Delek US Holdings, Inc.",Public,United States,2001,Active,NYSE,26.01,1560.62,3746.00,832.60,257.10,3.63,3.60,66.93,"3,225.70",841.30,14.10,"3,101.60","8,192.80",81.00,317.00,1.52,7.51,27.98,2.46,3.66,90.13
089Z4P-E,"Kennedy-Wilson Holdings, Inc.",Public,United States,1977,Active,NYSE,12.65,1559.79,230.00,186.40,93.70,0.47,0.47,137.79,"5,599.20",439.30,-2.24,"5,351.30","8,271.80",-131.40,160.90,6.10,33.64,9.09,0.25,30.02,19.05
000DST-E,City Holding Co.,Public,United States,1982,Active,NASDAQ,96.91,1551.41,909.00,-,101.11,6.81,6.80,14.79,290.96,-,39.08,0.00,"5,888.26",76.65,2.14,2.69,13.69,16.06,-,-,12.23
0NPHPN-E,"Custom Truck One Source, Inc.",Public,United States,1996,Active,NYSE,6.32,1549.57,2270.00,340.39,38.91,0.16,0.16,248.31,"1,826.96",14.36,3.58,"1,382.79","2,938.21",-358.74,340.79,0.00,40.23,4.45,1.46,5.09,34.78
007V4P-E,Compass Diversified Holdings,Public,United States,1998,Active,NYSE,18.74,1549.16,5055.00,813.36,10.86,-0.23,-0.23,68.74,"2,009.21",61.27,12.12,"1,969.19","3,948.70",-187.59,64.27,5.49,-,0.97,2.25,5.48,17.18
06HGDK-E,ZIM Integrated Shipping Services Ltd.,Public,Israel,1945,Active,NYSE,7.89,1546.77,6530.00,"6,400.80","4,619.40",38.49,38.35,120.15,"4,347.50","3,255.20",49.02,"2,870.60","11,625.30","2,240.30",345.50,160.27,0.45,88.14,27.05,0.58,17.08
0KQQNJ-E,"Palomar Holdings, Inc.",Public,United States,2014,Active,NASDAQ,56.36,1545.71,191.00,-,52.17,2.07,2.02,25.03,38.47,-,15.37,37.50,908.75,169.27,5.94,0.00,22.33,13.40,-,-,32.00
00CW2Q-E,"Warby Parker, Inc.",Public,United States,2010,Active,NYSE,13.66,1545.47,3032.00,329.88,-110.39,-0.96,-0.96,115.34,173.38,208.59,2.49,150.83,568.71,-49.81,60.18,0.00,-,-38.56,-,-,10.60
0018KK-E,"CSG Systems International, Inc.",Public,United States,1994,Active,NASDAQ,49.61,1545.27,5700.00,500.99,44.06,1.42,1.41,31.27,487.19,150.44,11.36,428.68,"1,348.55",-6.87,36.99,1.85,40.63,11.13,7.70,2.08,4.13
002G9Q-E,"NetScout Systems, Inc.",Public,United States,1984,Active,NASDAQ,21.68,1542.75,2355.00,617.22,59.65,0.83,0.82,71.25,160.47,419.00,28.49,148.82,"2,820.56",146.16,10.65,0.00,35.08,2.92,7.69,0.57,6.89
0BRJ5Z-E,"JELD-WEN Holding, Inc.",Public,United States,1960,Active,NYSE,12.66,1542.39,23400.00,938.75,45.73,0.53,0.53,84.35,"1,925.95",220.87,8.58,"1,849.06","3,501.36",-52.88,92.22,0.00,18.38,5.84,1.93,6.00,7.49
001QYT-E,"Northwest Bancshares, Inc. (Pennsylvania)",Public,United States,1896,Active,NASDAQ,11.02,1540.50,2158.00,-,133.08,1.05,1.05,127.03,982.06,-,11.74,846.18,"14,113.32",48.63,4.32,5.72,13.31,8.66,-,-,5.45
002Q2Z-E,"Jack in the Box, Inc.",Public,United States,1951,Active,NASDAQ,66.75,1539.27,9523.00,445.85,130.83,6.35,6.30,19.73,"3,162.93",185.91,-36.40,"2,990.45","3,447.76",104.16,74.95,2.55,10.96,-,3.23,5.23,15.27
000XWR-E,Tri-Continental Corp.,Public,United States,1929,Active,NYSE,26.87,1535.65,-,99.06,-292.20,-5.39,-5.39,54.25,0.19,0.00,29.07,0.00,"1,616.45",-,-,4.13,-,-15.98,"-1,404,826.15",-,-59.98
0P5C3L-E,"Archer Aviation, Inc.",Public,United States,2018,Active,NYSE,5.47,1521.94,483.00,-7.70,-317.30,-1.32,-1.32,241.64,22.20,534.10,2.04,9.20,573.80,-203.90,6.90,0.00,-,-53.23,-,-,-
0FD9Z1-E,"AbCellera Biologics, Inc.",Public,Canada,2012,Active,NASDAQ,4.70,1520.49,495.00,-,158.52,0.56,0.50,286.85,82.26,913.69,4.30,76.68,"1,540.91",206.70,72.66,0.00,18.22,14.03,-,0.00,29.38
0D5GPD-E,Knowles Corp.,Public,United States,1946,Active,NYSE,16.04,1519.93,7000.00,300.80,-430.10,-4.69,-4.69,91.08,64.50,48.20,10.90,53.60,"1,183.90",54.20,32.10,0.00,-,-35.08,23.81,0.31,-11.91
0011F7-E,Sapiens International Corp. NV,Public,Israel,1982,Active,NASDAQ,28.27,1517.94,4754.00,206.00,52.60,0.95,0.95,55.14,116.57,180.29,7.26,87.71,668.34,2.44,9.05,2.60,19.37,13.03,42.27,0.95,2.97
06Q9HM-E,"OPENLANE, Inc.",Public,United States,2006,Active,NYSE,14.72,1517.65,4500.00,584.90,32.20,-2.76,-2.76,108.91,"2,264.60",277.70,13.94,285.90,"5,119.80",-549.70,60.90,0.00,-,1.52,1.18,9.01,4.74
05KMSS-E,The Bank of N.T. Butterfield & Son Ltd.,Public,Bermuda,1858,Active,NYSE,27.33,1516.80,1341.00,-,214.02,4.32,4.29,49.66,205.25,-,17.42,123.13,"14,306.06",105.05,26.88,5.90,6.91,23.23,-,-,16.27
00G13R-E,"National Vision Holdings, Inc.",Public,United States,1990,Active,NASDAQ,17.06,1514.05,13975.00,979.86,42.12,0.53,0.52,78.99,"1,002.82",229.43,11.41,921.50,"2,432.57",5.65,113.55,0.00,73.88,4.61,3.41,3.53,-3.56
0RNK3L-E,"Grindr, Inc.",Public,United States,2009,Active,NYSE,5.87,1511.90,202.00,106.23,0.85,0.01,0.01,173.52,365.34,8.73,0.02,342.13,444.97,-146.09,5.59,0.00,877.36,0.64,0.67,6.03,33.72
000T05-E,"Oxford Industries, Inc.",Public,United States,1942,Active,NYSE,88.59,1511.88,6000.00,882.75,165.74,10.42,10.19,16.00,413.59,8.83,34.77,339.72,"1,188.67",43.66,46.67,1.39,11.50,31.16,65.48,0.48,23.59
06C8FT-E,"Supernus Pharmaceuticals, Inc.",Public,United States,2005,Active,NASDAQ,24.48,1511.69,612.00,494.39,60.71,1.13,1.04,53.26,444.76,461.33,16.64,36.00,"1,837.38",116.41,0.41,0.00,34.23,7.13,6.45,3.06,15.09
0P9X12-E,Super Group (SGHC) Ltd.,Public,United Kingdom,2020,Active,NYSE,3.83,1505.51,3900.00,277.33,190.69,0.39,0.39,497.89,19.70,430.12,1.11,11.00,935.98,177.94,28.94,0.00,7.71,69.18,108.39,0.09,-
079TK4-E,NovoCure Ltd.,Public,United Kingdom,2000,Active,NASDAQ,13.78,1493.92,1320.00,423.58,-92.53,-0.88,-0.88,105.05,590.08,969.93,4.20,584.27,"1,191.65",9.43,21.36,0.00,-,-21.73,-10.96,-,0.53
000NYB-E,"La-Z-Boy, Inc.",Public,United States,1927,Active,NYSE,30.84,1492.15,10500.00,"1,008.70",150.66,3.49,3.48,43.32,446.26,353.07,21.74,368.39,"1,866.26",106.49,68.81,2.41,8.25,17.19,394.48,0.00,-0.31
002RBQ-E,"Bread Financial Holdings, Inc.",Public,United States,1996,Active,NYSE,29.23,1490.28,7500.00,-,224.00,4.47,4.46,49.90,"8,133.00",-,45.39,"1,847.00","25,598.00","1,737.00",68.00,2.23,8.44,10.30,-,-,18.44
0077JG-E,Global Partners LP,Public,United States,2005,Active,NYSE,33.40,1489.35,4310.00,613.57,355.07,10.06,10.02,33.94,"1,431.55",4.04,19.11,"1,213.23","3,252.32",272.74,106.80,6.93,3.47,53.89,4.45,2.43,42.49
002XCP-E,"Omnicell, Inc.",Public,United States,1992,Active,NASDAQ,30.44,1488.67,4230.00,597.01,5.65,0.13,0.12,44.75,616.74,352.84,25.26,605.98,"2,210.76",30.25,60.74,0.00,409.59,0.50,4.55,4.74,14.48
000C2F-E,American Woodmark Corp.,Public,United States,1980,Active,NASDAQ,72.73,1487.89,8800.00,357.52,93.72,5.64,5.62,16.64,477.81,41.73,52.53,450.77,"1,518.80",153.46,45.38,0.00,8.99,11.38,11.31,1.60,11.25
002YYG-E,"TTM Technologies, Inc.",Public,United States,1978,Active,NASDAQ,14.64,1483.57,17800.00,420.87,94.58,0.93,0.91,102.23,963.34,402.75,15.02,905.24,"3,323.60",169.99,102.88,0.00,16.56,6.32,4.13,3.06,10.95
000JR0-E,First Commonwealth Financial Corp. (Pennsylvania),Public,United States,1982,Active,NYSE,13.24,1480.61,1403.00,-,128.18,1.37,1.37,93.38,599.07,-,11.27,220.68,"9,819.69",92.43,11.21,3.40,10.23,11.86,-,-,7.73
0FT1HS-E,Ingevity Corp.,Public,United States,2015,Active,NYSE,42.81,1480.41,2050.00,541.00,211.60,5.54,5.50,37.30,"1,530.70",77.30,18.72,"1,513.30","2,736.50",170.60,142.50,0.00,12.81,30.84,5.59,3.13,19.72
000KVK-E,"Gabelli Equity Trust, Inc.",Public,United States,1986,Active,NYSE,5.04,1479.41,-,103.36,-199.09,-0.73,-0.73,296.41,68.55,72.36,5.08,68.55,"1,937.84",-164.67,0.00,10.95,-,-9.53,-66.77,-,-26.55
06L8G6-E,Addus HomeCare Corp.,Public,United States,2006,Active,NASDAQ,84.67,1478.62,33182.00,290.38,46.03,2.90,2.84,16.13,178.05,79.96,39.28,167.25,937.99,96.81,8.30,0.00,34.98,7.62,8.92,1.41,10.02
05MM8W-E,"Pacira Biosciences, Inc.",Public,United States,2006,Active,NASDAQ,31.04,1478.58,715.00,410.24,15.91,0.35,0.34,45.93,763.39,288.65,16.87,720.63,"1,681.20",115.20,30.08,0.00,112.96,2.11,1.61,4.24,23.14
001T15-E,National HealthCare Corp.,Public,United States,1971,Active,NYSE AMERICAN,70.92,1477.90,12355.00,23.19,22.45,1.46,1.45,15.36,125.94,236.31,56.93,91.88,"1,325.03",-55.63,30.20,3.80,40.95,2.53,-3.85,-,4.34
0HMXJG-E,Liberty Latin America Ltd.,Public,United States,1999,Active,NASDAQ,6.89,1475.89,11000.00,"2,382.50",-175.60,-0.79,-0.79,216.10,"7,957.40",781.00,8.87,"7,653.80","13,575.20",208.70,660.10,0.00,-,-8.49,1.24,2.81,0.01
008MZ5-E,Danaos Corp.,Public,Greece,1972,Active,NYSE,66.49,1473.58,1722.00,652.99,559.21,27.30,27.28,20.35,501.95,267.67,125.82,446.98,"3,400.23",654.51,199.14,5.70,1.93,24.06,9.67,0.56,44.07
000CGP-E,"AZZ, Inc.",Public,United States,1956,Active,NYSE,47.91,1472.77,3837.00,277.89,66.34,2.85,2.84,24.91,"1,085.23",2.82,34.25,"1,078.82","2,221.48",-9.70,57.12,1.67,14.33,8.72,2.10,4.05,151.84
0FDTS9-E,Fidelis Insurance Holdings Ltd.,Public,Bermuda,2014,Active,NYSE,14.17,1472.76,51.00,-,52.60,0.45,0.45,116.49,534.40,-,16.97,531.90,"6,353.30",723.60,18.80,-,-,2.64,-,-,31.82
0DMMXZ-E,"Amplitude, Inc.",Public,United States,2011,Active,NASDAQ,10.75,1468.32,737.00,167.63,-93.38,-0.84,-0.84,114.20,11.09,230.47,2.58,7.09,413.76,-9.02,5.81,0.00,-,-31.05,-,-,42.33
000L13-E,Getty Realty Corp.,Public,United States,1955,Active,NYSE,28.21,1468.27,32.00,104.13,90.04,1.88,1.88,46.73,714.97,11.25,16.26,710.75,"1,562.30",14.82,0.00,4.90,18.03,11.97,3.77,4.82,-4.04
0N5KG3-E,"AvePoint, Inc.",Public,United States,2001,Active,NASDAQ,7.60,1467.46,2187.00,164.13,-41.63,-0.23,-0.23,185.28,16.74,229.81,1.24,11.35,415.53,-4.63,5.47,0.00,-,-17.36,"-1,009.15",-,21.07
06VKC4-E,Guggenheim Strategic Opportunities Fund,Public,United States,2006,Active,NYSE,13.54,1466.00,-,131.18,-16.46,-0.14,-0.14,119.34,343.85,8.21,12.35,343.85,"1,842.69",-129.83,0.00,13.93,-,-1.11,0.20,81.88,10.77
07RLZY-E,BlackRock Municipal 2030 Target Term Trust,Public,United States,2011,Active,NYSE,20.11,1465.81,-,73.45,-1.20,-0.02,-0.02,70.51,819.35,88.18,23.55,819.34,"2,484.91",5.14,0.00,3.34,-,-0.07,0.96,27.51,-13.43
000P0S-E,"Distribution Solutions Group, Inc.",Public,United States,1952,Active,NASDAQ,24.20,1463.47,3100.00,361.80,7.41,0.22,0.21,38.83,461.97,24.74,14.50,435.65,"1,215.61",-31.13,20.10,0.00,87.30,2.03,2.73,3.71,121.30
00DDLX-E,"Vital Energy, Inc.",Public,United States,2006,Active,NYSE,52.25,1463.08,289.00,"1,144.49",631.51,37.88,37.44,16.76,"1,137.91",44.44,66.27,"1,122.46","2,739.33",242.90,586.72,0.00,1.37,77.75,8.31,0.79,37.78
00159H-E,Global Industrial Co.,Public,United States,1949,Active,NYSE,34.61,1458.60,1650.00,417.50,77.80,2.07,2.06,37.96,102.10,28.50,5.54,89.10,455.20,15.20,7.40,3.06,11.42,42.75,95.64,0.01,9.69
0LLQBW-E,VTEX (Cayman Islands),Public,United Kingdom,2000,Active,NYSE,5.71,1456.52,1349.00,100.17,-52.42,0.00,0.00,188.99,6.79,240.17,1.45,3.74,357.67,-28.51,0.34,0.00,-,-17.42,-34.25,-,25.32
0072YY-E,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,Public,United States,2005,Active,NYSE,12.05,1453.96,-,96.48,-294.51,-2.75,-2.75,109.19,0.63,5.15,12.10,0.00,"1,332.73",-,-,10.57,-,-19.53,-,-,288.90
00FW1P-E,Ladder Capital Corp.,Public,United States,2008,Active,NYSE,10.64,1450.60,63.00,463.44,142.22,1.14,1.13,126.50,"4,261.66",609.08,12.12,"3,934.27","5,951.17",-4.97,6.95,8.76,8.88,9.35,1.88,10.56,51.78
0MKL64-E,"Thoughtworks Holding, Inc.",Public,United States,1993,Active,NASDAQ,3.68,1450.42,12500.00,325.45,-105.39,-0.34,-0.34,315.68,445.31,194.29,2.47,421.74,"1,461.85",51.24,24.51,0.00,-,-14.24,-1.92,45.13,21.15
00FQ9M-E,"Marcus & Millichap, Inc.",Public,United States,1971,Active,NYSE,31.75,1447.10,-,437.11,104.23,2.61,2.59,39.26,82.09,489.31,18.18,65.11,"1,003.71",-58.40,11.67,1.45,13.29,14.79,191.52,-,0.38
001BYL-E,"Helix Energy Solutions Group, Inc.",Public,United States,1979,Active,NYSE,10.19,1442.30,2280.00,50.62,-87.78,-0.58,-0.58,151.94,469.68,189.11,9.98,380.56,"2,439.63",24.86,33.50,0.00,-,-5.55,-1.30,2.27,29.40
0W4WJD-E,"Safehold, Inc.",Public,United States,2017,Active,NYSE,17.79,1440.52,118.00,37.53,486.43,-22.14,-22.14,13.88,"1,700.17","1,442.27",101.51,"1,700.17","3,253.23",146.29,23.05,4.91,-,43.05,-0.38,-,-47.40
000Y5T-E,Universal Corp.,Public,United States,1918,Active,NYSE,50.61,1439.17,28000.00,453.82,124.05,5.01,4.97,24.56,849.32,64.69,56.90,642.35,"2,639.18",-142.62,54.67,5.97,10.64,9.06,3.58,3.40,22.16
0BRMDM-E,BlackRock Enhanced Equity Dividend Trust,Public,United States,2005,Active,NYSE,7.55,1437.80,-,177.88,-72.69,-0.39,-0.39,186.42,0.00,76.17,8.74,0.00,"1,646.55",-158.43,0.00,9.14,-,-4.12,-,-,-28.73
000D6V-E,"Veris Residential, Inc.",Public,United States,1994,Active,NYSE,14.66,1437.73,215.00,82.17,-61.31,-0.58,-0.58,91.14,"1,907.21",47.65,13.56,"1,762.16","3,920.77",28.05,181.98,0.00,-,-4.87,0.29,13.17,9.78
0011QX-E,"Stock Yards Bancorp, Inc.",Public,United States,1988,Active,NASDAQ,42.77,1437.36,1040.00,-,92.97,3.24,3.21,29.26,239.48,-,25.99,93.90,"7,516.54",46.91,48.44,1.75,20.21,12.95,-,-,25.54
006494-E,"XPEL, Inc.",Public,United States,2003,Active,NASDAQ,50.16,1436.98,818.00,127.51,41.38,1.50,1.50,27.62,42.08,8.06,4.52,38.12,198.79,4.12,9.56,0.00,40.08,39.56,38.25,0.42,24.97
008T17-E,"Soleno Therapeutics, Inc.",Public,United States,1999,Active,NASDAQ,23.18,1433.78,32.00,-2.21,-24.07,-2.87,-2.87,8.16,0.16,14.60,1.27,0.00,26.50,-20.79,0.01,0.00,-,-171.05,-,-,-
0XV4XS-E,"Gyre Therapeutics, Inc.",Public,United States,1997,Active,NASDAQ,6.46,1431.73,7.00,-0.23,-8.24,-3.92,-3.92,2.52,0.04,21.67,-8.62,0.00,28.44,-78.13,0.00,0.00,-,-31.27,-,-,-89.18
000P6Q-E,Lindsay Corp.,Public,United States,1955,Active,NYSE,128.17,1429.83,1209.00,213.02,72.38,6.58,6.54,11.01,136.11,166.31,41.38,132.85,745.66,85.85,18.78,1.10,18.97,17.05,26.98,0.98,-12.54
000SZY-E,"Owens & Minor, Inc.",Public,United States,1882,Active,NYSE,19.71,1429.04,22500.00,"1,597.68",22.39,0.30,0.29,76.28,"2,777.77",69.47,12.40,"2,698.44","5,386.28",166.92,166.58,0.00,66.47,2.38,1.50,5.90,1.74
001VRS-E,"Steelcase, Inc.",Public,United States,1912,Active,NYSE,11.41,1428.91,11900.00,919.30,34.00,0.30,0.30,112.99,695.80,90.40,7.31,615.40,"2,202.80",-27.00,59.10,6.24,26.13,4.05,2.53,3.03,16.59
07F0YZ-E,"Protagonist Therapeutics, Inc.",Public,United States,2006,Active,NASDAQ,16.65,1428.69,105.00,25.55,-127.39,-2.60,-2.60,49.34,3.66,237.36,4.37,1.14,247.93,-108.93,0.80,0.00,-,-49.41,-,-,-2.84
000JPX-E,First Bancorp (North Carolina),Public,United States,1983,Active,NASDAQ,31.73,1425.03,1294.00,-,146.16,4.12,4.12,35.70,306.90,-,28.89,87.01,"10,644.23",130.33,5.29,2.05,10.40,12.92,-,-,24.22
0DQSSJ-E,Taboola.com Ltd.,Public,United States,2007,Active,NASDAQ,3.83,1421.84,1815.00,406.38,-11.98,-0.05,-0.05,254.13,298.73,263.56,3.28,280.98,"1,529.62",18.57,34.91,0.00,-,-1.49,-,2.88,1.65
000WV5-E,STAAR Surgical Co.,Public,United States,1982,Active,NASDAQ,37.81,1417.17,964.00,223.38,38.76,0.81,0.78,48.21,31.04,211.64,6.89,27.35,414.90,17.61,18.11,0.00,61.85,13.12,-,0.01,23.40
0089PB-E,"Hanesbrands, Inc.",Public,United States,1901,Active,NYSE,4.48,1414.17,51000.00,"2,210.24",-131.17,-0.36,-0.36,349.01,"4,091.02",238.41,1.14,"3,938.72","6,503.88",-680.24,215.12,9.43,-,-23.83,3.98,5.38,-8.35
007Q2B-E,"Kayne Anderson Energy Infrastructure Fund, Inc.",Public,United States,2004,Active,NYSE,8.45,1411.98,-,133.92,323.34,2.42,2.42,136.13,419.56,2.28,10.64,419.56,"2,004.66",-45.16,0.00,8.57,3.74,25.12,25.38,0.99,-35.57
0GD3XW-E,"Altice USA, Inc.",Public,United States,2001,Active,NYSE,2.90,1406.00,11000.00,"4,668.35",194.56,0.43,0.43,456.16,"26,886.71","1,807.90",-1.04,"24,772.89","34,538.90",452.62,"1,914.28",0.00,10.72,-,1.45,7.09,-4.39
001BZP-E,Genesis Energy LP,Public,United States,1996,Active,NYSE,11.85,1404.76,2109.00,380.93,75.46,-0.04,-0.04,122.58,"3,595.98",26.57,4.68,"3,578.00","6,380.17",-218.44,424.20,5.88,-,5.22,1.32,5.49,31.22
000VLS-E,"RPC, Inc.",Public,United States,1984,Active,NYSE,8.20,1403.32,2732.00,430.63,215.17,1.01,1.01,216.61,30.25,126.42,3.96,19.52,"1,155.98",53.09,139.55,0.45,8.81,28.70,459.38,0.00,85.19
0RPRY3-E,"Stellar Bancorp, Inc.",Public,United States,2007,Active,NYSE,23.61,1402.93,1025.00,-,51.43,1.48,1.47,52.95,196.43,-,26.12,191.79,"10,935.03",89.88,3.81,1.77,20.05,4.68,-,-,31.31
000LKB-E,"Hawaiian Electric Industries, Inc.",Public,United States,1981,Active,NYSE,13.85,1400.78,3756.00,387.10,243.03,2.20,2.20,109.47,"3,427.98",206.10,20.12,"3,255.41","16,653.37",-44.68,344.04,3.35,19.05,10.43,3.69,5.18,31.28
0014W2-E,"U.S. Physical Therapy, Inc.",Public,United States,1990,Active,NYSE,84.51,1400.39,6135.00,102.83,29.26,2.25,2.25,13.00,295.34,31.59,24.29,253.77,888.75,30.23,8.25,2.02,35.96,9.57,11.41,2.28,11.74
0J62CK-E,Northwest Natural Holding Co.,Public,United States,1859,Active,NYSE,39.34,1397.58,1149.00,134.06,86.30,2.54,2.54,35.53,"1,675.54",235.38,33.09,"1,325.13","4,819.95",-254.46,339.36,4.06,18.74,8.18,0.89,8.75,20.56
00CSLX-E,"American Assets Trust, Inc.",Public,United States,2010,Active,NYSE,19.95,1396.67,216.00,146.88,44.15,0.72,0.72,60.72,"1,659.37",49.57,20.11,"1,659.37","2,987.88",-12.25,113.78,4.83,36.58,3.59,1.79,6.92,12.46
0H1D08-E,"Cannae Holdings, Inc.",Public,United States,2017,Active,NYSE,17.77,1395.85,11988.00,67.90,-428.10,-5.25,-5.25,76.25,271.20,282.60,35.65,246.10,"3,148.20",-211.50,14.30,0.00,-,-14.14,-11.76,-,-10.79
0GFNQ1-E,"Hope Bancorp, Inc.",Public,United States,2000,Active,NASDAQ,9.60,1395.65,1549.00,-,218.28,1.82,1.81,119.50,"1,247.80",-,16.90,367.79,"19,164.49",225.86,9.11,4.37,7.07,10.62,-,-,24.50
0CYM87-E,"ZipRecruiter, Inc.",Public,United States,2010,Active,NYSE,11.75,1392.78,1400.00,818.35,61.49,0.54,0.51,104.50,560.01,570.36,0.27,554.58,714.56,126.12,10.54,0.00,32.42,46.66,3.41,4.82,22.06
0CW9TY-E,IHS Holding Ltd.,Public,United Kingdom,2001,Active,NYSE,5.62,1392.75,2786.00,820.21,-460.44,-1.39,-1.39,331.92,"3,948.93",514.08,3.41,"3,423.58","6,320.87",144.23,559.37,0.00,-,-34.73,1.51,4.11,24.15
0NBK2R-E,Vizio Holding Corp.,Public,United States,2002,Active,NYSE,5.58,1392.34,900.00,308.90,-0.40,0.00,0.00,194.90,15.00,347.60,1.92,11.50,919.30,16.00,13.10,0.00,-,-0.11,-,0.00,-12.30
0LJ9FG-E,"Corsair Gaming, Inc.",Public,United States,1994,Active,NASDAQ,13.10,1391.25,2480.00,263.11,-60.92,-0.63,-0.63,94.51,295.17,153.83,6.60,277.63,"1,297.25",40.07,26.32,0.00,-,-10.22,-5.91,-,-27.78
0015BK-E,Horace Mann Educators Corp.,Public,United States,1945,Active,NYSE,33.00,1389.22,1700.00,-,-2.60,-0.06,-0.06,40.90,506.40,-,26.60,253.60,"10,603.00",118.90,0.00,3.43,-,-0.18,-,-,3.97
09SNJS-E,"Xenia Hotels & Resorts, Inc.",Public,United States,2007,Active,NYSE,12.39,1388.65,43.00,145.50,55.85,0.49,0.49,112.52,"1,448.99",365.91,12.81,"1,443.46","3,080.06",105.07,70.38,1.52,27.09,3.89,1.29,5.92,61.90
001D5Q-E,"Helios Technologies, Inc.",Public,United States,1970,Active,NYSE,44.01,1388.56,2400.00,270.40,98.40,3.03,3.02,32.60,464.80,43.70,24.38,440.00,"1,463.70",66.30,35.00,0.66,18.04,13.09,8.32,2.36,1.87
0018PM-E,"Greenbrier Cos., Inc.",Public,United States,1919,Active,NYSE,37.47,1380.74,13800.00,442.10,62.50,1.95,1.85,30.88,"1,681.00",302.70,40.63,"1,151.20","3,978.40",-320.20,362.10,2.61,23.02,4.94,1.80,5.14,32.36
0088V7-E,Allegiant Travel Co.,Public,United States,1997,Active,NASDAQ,64.81,1379.17,5315.00,226.94,2.46,0.14,0.14,18.13,"2,211.92",970.51,67.34,"2,039.05","4,573.33",-131.64,434.69,0.00,498.10,0.20,1.09,6.48,34.77
